i,j
8368,9610
4081,9751
4537,2416
2161,7838
9436,2007
8259,3669
1364,743
6081,3394
4113,205
1250,3162
4203,9756
7979,164
7076,1495
1840,555
9121,10532
1360,3088
6608,5011
8518,11322
1083,5393
10216,347
4673,2097
10599,3762
8568,6112
130,3726
3721,5142
9815,6123
1406,7895
3641,3810
10187,1977
11214,9893
131,6207
3545,329
4497,3259
7463,3311
6195,6097
4277,78
4631,836
9310,11232
5171,3835
6118,9822
4825,7966
7153,6623
2601,7908
4708,4442
1972,8482
2099,105
5597,1833
3342,1406
832,2182
4977,4404
6822,8577
6453,712
5487,3479
906,5488
5862,352
7999,8437
27,5618
2223,8799
9076,9674
3717,525
4,10397
8622,751
2762,5335
534,8926
3629,341
2773,465
3730,3131
6594,807
1442,2159
11499,2854
11244,1162
8514,3491
2411,9689
3505,2780
10543,9673
2232,461
2598,4161
5443,1424
3472,9728
3998,8568
2702,3449
7794,1040
2378,2714
11261,7324
1546,4239
9391,7453
11384,2229
4595,2571
10417,7165
7100,1037
5320,10508
8550,8663
7852,4341
424,9171
7605,3903
430,7189
8303,1896
6954,5425
1949,1605
7049,1926
5136,5688
11525,4819
4627,11537
6555,3784
11302,4026
9112,2273
4286,2995
5224,9131
3961,4364
8954,1836
4576,3562
3828,4390
5180,4177
11497,4562
10431,4545
518,4114
5647,8904
8287,4886
10676,1337
6599,1007
3435,10221
1411,6164
4709,5679
20,7565
6078,2725
9179,6265
3893,9456
775,8909
11420,4270
7687,3532
11167,348
1289,9515
97,8156
6592,1570
11353,9129
2597,2250
11296,5610
2981,9661
4192,8117
5397,8437
5546,1225
6986,3821
6033,1187
5091,1996
9533,981
3738,3988
9713,4952
7010,6532
280,7333
9743,7383
1506,2994
5617,7097
8506,6450
9754,5515
8619,2448
817,7125
6368,9324
7185,3605
8465,1692
2650,9344
6121,4017
5795,3034
3896,1590
3635,6190
6178,1495
7873,10965
9077,9701
2620,10512
3037,1286
9668,8947
567,5907
2570,1561
5188,4894
1447,9749
3365,8509
4145,5079
4229,728
3791,8252
8783,9003
9132,1305
2530,10921
9654,7635
6314,394
6149,309
11534,11266
6816,8383
2121,1935
5107,4432
8786,1921
5821,2589
10337,4807
4627,692
9176,8872
7265,2572
4823,4113
11504,3666
2892,5636
7267,1899
3348,9425
2991,3145
3947,1214
28,11503
3771,9449
6028,2596
9180,10358
6272,4346
1542,7091
5493,1803
9139,3302
1110,4645
5847,3228
411,10784
776,7011
3923,3840
4979,8472
4399,2345
1796,9231
4764,5857
5784,9663
3638,2820
393,7562
5537,6921
5001,3256
4338,5765
2492,9191
3121,7092
561,6778
6472,6922
235,8809
5728,10533
8159,459
2830,4862
4166,2981
5006,573
7140,6411
1084,395
1082,2990
1882,7482
3272,10185
8508,241
8197,3082
7377,3780
1993,9012
9158,6052
2352,6426
6882,10759
10876,4254
6609,5655
4661,4253
4952,1508
657,6606
7326,8388
2153,3885
8165,214
3653,3639
6,7770
2251,11466
11197,8977
330,9142
6357,7371
5564,4139
5901,4246
3544,4808
9417,11186
7196,6401
4530,4184
8608,7676
3895,6072
1092,6173
2712,8512
10528,3288
234,2595
170,9221
2385,10639
9018,2050
7726,6472
10224,9097
10746,8768
9147,1287
2449,3495
6079,11346
330,5376
10062,9704
11485,3692
10150,8866
2906,4790
7766,942
1762,6271
8809,7381
4376,7907
7560,4367
795,3902
4069,10876
5086,11071
6425,11544
5385,5226
2184,181
5516,988
3495,954
7380,9129
3740,10052
4852,4387
5134,5771
4225,6627
1326,10928
9412,9219
550,903
9007,2594
7234,4380
7249,1700
5901,3774
7895,7134
900,9172
1335,287
8550,5208
6252,6485
5619,6057
1777,251
10092,7274
5598,10754
10973,2821
5922,11487
2215,4340
2601,3386
91,931
10968,3652
2681,1532
886,833
1024,2578
5793,5815
8701,2965
8467,6222
9704,7021
3033,5012
1087,7645
3129,8045
2480,7380
8669,1045
3676,8363
900,10123
4913,5709
4373,5639
1305,8556
4620,7003
8247,10087
2931,7082
774,2508
4130,4832
7898,9468
50,3096
677,7001
7422,1658
10986,7616
1513,7218
1165,5787
7462,6489
2963,7422
7309,977
5582,8516
5418,5177
9432,8370
5445,3682
5984,3778
4924,6937
6998,10960
5721,10861
116,11426
7098,618
979,6878
101,2638
2546,5820
8096,3773
1358,4433
6446,9671
620,8294
5850,1701
4460,500
6487,335
6401,2387
1506,9473
1766,6860
3826,11235
7115,11188
3575,4782
9460,2098
486,8299
9186,9055
2201,9391
2004,2947
2493,11517
8648,10399
3645,3310
10849,70
3600,1367
7932,8786
9764,9415
8213,2455
9394,1380
1280,8405
10824,1183
10338,10766
1799,7187
1561,396
406,6584
9687,4178
2076,5808
11536,11294
4421,627
2885,2990
1831,6133
7126,5386
2192,8733
3811,7201
7677,2323
8613,2347
144,4087
4453,11185
5793,4183
6226,1522
2360,3432
1413,4643
9318,8316
8107,574
587,5131
327,611
8522,8472
1468,7020
1818,8784
231,2204
10680,9098
3698,2619
4466,1451
517,3949
10942,8464
830,4800
7319,9095
8997,10644
845,5569
4156,8401
3332,7988
7474,8780
4273,5379
179,6621
3703,2291
2893,8225
1431,1697
2603,6922
3534,436
623,8783
7543,9127
9720,8948
236,8612
1017,2656
2562,9414
508,7168
3446,3327
8111,1770
2491,5682
637,653
3444,3592
7503,5333
10755,11399
6128,2807
3578,2822
94,1801
5649,6104
652,3265
10300,5914
10986,4710
11334,647
5161,8732
7714,6075
8303,7075
1553,7384
1458,8869
7292,1362
2987,8923
7435,3942
3131,7010
8676,11534
1605,2267
6253,5009
4295,5470
7377,10050
2576,5031
5071,8768
2529,641
5240,11538
4599,2323
8546,5419
6404,5727
10847,5321
8462,2165
6222,108
4150,10141
11358,8870
9031,7110
6159,8832
10251,10762
8626,9856
1093,7235
5635,3913
3340,1032
3435,2301
7626,386
4539,7148
3228,336
10541,3703
10823,1317
2034,7742
8302,5670
3198,897
1955,5954
3531,3471
7670,6389
3350,6327
863,702
7673,446
9136,9322
637,3154
4014,2462
5581,405
4735,5450
4197,9185
7163,3675
3517,4771
10252,6012
11388,11485
3256,5215
5079,6493
5531,3378
4751,6622
6840,2813
4606,4560
10960,3220
11386,5333
1035,2472
2430,9518
9157,5001
1336,2371
6745,4857
5995,5727
3842,3464
1332,4951
7019,8012
3866,3454
892,341
834,4601
1380,4125
1388,2027
2591,1120
375,3735
9752,1967
10047,5220
5599,4056
8794,7492
1883,2518
5710,1139
6274,2838
529,2724
8873,8315
139,11266
9314,4288
194,10119
6041,9753
2930,7902
5319,8
5481,3366
1602,6005
8008,6994
48,10946
3257,4324
3257,3974
421,7405
4582,4981
2608,5388
3617,10694
4625,3637
5126,4782
3851,7756
2248,1679
10785,10189
6093,1962
4630,8846
6537,245
3590,1916
5761,7990
3171,3090
3720,5194
4913,11508
3915,1543
9843,1328
2827,10929
10535,714
7144,10067
3051,11199
9677,6577
7948,2479
7970,3083
3619,3776
5628,10873
8811,9725
7466,4534
4916,1313
6670,7280
3537,5320
10389,3125
3481,548
6361,10478
4279,2218
9356,8356
6417,7515
4161,3929
2525,8542
1887,7812
8682,9455
7070,3941
4014,2155
1443,9019
8103,5146
3440,10586
2096,908
6980,11200
5997,5454
10593,1748
1557,5205
8520,10543
2401,8384
2388,1092
3480,6472
1841,11228
9228,1297
11248,8849
6717,5626
5152,8541
3473,4001
181,66
8955,2293
10168,2900
5780,5366
7177,809
9733,1406
2254,6555
129,6781
4792,10933
7721,10187
3535,9659
4817,9467
9157,9690
10979,2675
5893,4372
3032,11454
8604,7768
4093,4970
10072,7473
11505,8776
4329,4082
5186,6979
8753,7462
3452,1913
10243,11528
4866,1755
10696,5937
5426,11543
2991,10971
633,8736
7725,1304
7664,3481
2105,7614
1854,4813
4543,5688
4008,2011
9481,5436
2425,9249
4822,6535
1533,6134
2855,9659
5807,466
855,9008
4637,4283
1542,5877
9201,5129
4565,1492
57,5639
6058,5919
8471,9327
10482,3945
9514,1327
708,5141
7720,3437
7702,3704
8952,10364
5921,1483
402,2514
8977,3809
4731,6646
6825,822
3662,3994
3441,5197
10227,8557
8992,2681
8415,5478
2001,2826
7808,6446
8119,3785
4776,7116
10649,458
7976,10783
2888,5193
1251,2592
9761,11356
10211,2031
7550,7519
2746,3112
8265,1910
2391,5827
6227,9746
2634,972
1723,5016
10818,1119
10345,10291
3344,2905
1028,249
4990,11399
6608,113
2766,2363
584,848
4789,4001
1387,3198
1579,5583
1438,101
8682,9761
2916,8957
8193,1669
1565,9202
6582,5609
8842,6151
4841,2997
1120,3568
4781,1525
7280,6187
7526,9463
6316,1987
1052,4034
5921,2037
9998,11532
64,6630
10825,3404
7280,6369
8466,6893
855,6668
4622,10849
2981,8666
8947,2978
8987,3916
2068,6875
1484,3823
6833,9700
7358,4494
1587,3084
1119,10325
8921,3670
8290,2831
7672,7147
6679,526
2033,10746
1388,3672
2074,3709
5742,7778
6363,3297
6388,7475
9310,1193
176,1110
1203,5370
10509,9129
557,5966
7817,8623
4963,5012
10372,5515
9080,7229
5779,5964
1998,671
2396,6360
5102,10694
11449,10118
8653,5153
10208,10323
1538,6771
5314,296
7000,342
1331,9171
10320,1824
1398,5301
2084,2355
613,4527
9402,1427
6198,8675
4538,6482
5222,274
5683,3976
2506,8658
9424,10849
7235,4686
964,6424
6648,10177
10846,125
3975,1588
8254,4888
8632,1446
4962,6978
6404,4009
5392,11335
83,359
10984,9132
689,2013
1458,6219
1083,1048
1424,8608
10701,8070
6297,6046
4508,4345
652,5715
5562,2483
8386,1087
4928,7692
7992,4521
5216,10671
4633,7520
7569,1662
1984,8958
1265,9336
10791,5437
4164,1714
6917,1833
5773,1757
10585,6900
7304,3863
10510,3229
9003,7273
7267,962
417,6943
2996,58
7997,9095
10208,10209
9503,9705
9635,344
11208,7052
7145,800
4555,463
5918,4485
5827,2360
2693,3648
2780,5965
1694,4567
5958,10801
5971,11341
10767,10600
979,1731
6309,7700
8966,10355
2188,1336
2814,8199
7383,7728
1786,1738
1313,7493
7012,8318
3548,8842
2078,5094
11360,10320
6413,4993
7815,3658
6512,8904
4927,7333
94,2617
3637,7486
9822,1370
7604,6545
873,379
1372,2016
9170,11243
7535,7851
5251,9529
5422,10347
3971,3234
439,7543
7722,1559
6101,9509
3170,2465
11201,6105
3002,9244
7358,5454
2634,6215
1569,5633
2051,2938
7648,1431
6123,1117
7772,6922
9114,911
2189,7957
7265,4469
6523,5383
3497,4359
3349,5635
10921,398
10360,3881
1970,10310
5797,4691
9257,2102
7209,3589
11426,8665
1356,5447
5684,754
8591,6888
5144,3089
669,11184
10647,1364
9278,4241
7909,584
1312,3229
5060,3628
7013,2457
8100,7562
5293,7670
1177,2350
3149,3758
8322,2166
1999,6189
4063,3209
3147,11412
376,5646
2211,5789
4876,6954
380,7077
4639,1893
4952,1528
1815,272
2690,5608
181,7586
5450,3301
280,1737
4073,4244
233,1405
10376,2684
2038,3362
3616,9198
4491,5504
9679,4394
861,9304
2877,4467
3456,5187
4731,8224
2851,5675
2368,4610
8772,10366
1205,11291
210,6096
7290,9229
6400,4733
6832,10093
4280,6049
959,947
4714,2534
4702,5911
5169,5804
10336,5486
2230,448
5365,3709
4215,5059
872,6296
3653,9851
4385,463
4627,3748
836,2999
7778,4414
7098,7674
4255,11379
2416,6011
11443,8007
4643,5019
4180,11208
8792,6574
3315,8099
3002,220
4067,11471
1534,1491
8398,1443
6867,3784
4093,10369
5593,4315
1303,5755
4835,2251
5086,96
7135,4173
5490,1084
9611,325
7,7503
9689,1195
6995,7401
558,4404
5745,9509
531,8698
11205,4549
10362,6114
7465,9692
481,8561
4496,643
5654,10535
9834,10187
214,3043
335,10066
7,1330
7926,2111
5597,7347
9244,7645
2650,717
2683,1683
581,2469
1840,2021
4972,8996
2630,7877
2745,3891
6122,2252
9305,5408
1971,2035
4854,1260
10356,2755
5249,11252
2303,6217
7438,1842
6961,5135
2287,11488
304,6393
2657,8813
1916,4088
7950,8825
4021,5574
470,330
5527,9729
3753,11289
2874,2473
575,3659
247,6103
8146,1973
4450,2989
1947,11195
503,11478
3027,1828
796,144
6976,5638
1364,8559
9509,10189
83,1291
7361,5254
4121,5330
5237,4180
2112,7369
3878,2036
8386,4298
10913,3083
210,4326
5973,1111
9388,8986
377,11149
2388,5338
11464,10352
2401,5502
1952,2326
6018,10702
4977,5091
9747,5436
4404,1099
2024,1590
3968,6922
1020,5345
7300,196
5209,3196
4852,7995
9848,10115
1590,8976
8966,989
825,5069
10332,1060
7369,1304
3738,4769
3065,6034
537,2750
3225,8
1594,1615
309,2681
6550,3058
9732,4371
2241,4774
7351,8096
6850,3421
8303,2420
6652,974
36,2838
7049,6866
3766,2085
227,3707
7953,2189
6685,7216
9310,1559
11389,4380
7345,10974
11426,3358
2090,1327
166,8406
7724,3557
3371,8537
3573,1331
10722,7642
310,2427
1598,5909
4327,2841
2571,505
939,5177
8430,5907
8544,9674
1232,5339
11151,62
3761,3507
2923,3437
2436,7555
8180,2274
10764,5157
8176,3709
9314,6375
4921,1144
4028,5438
5018,4429
397,7779
1559,3192
10529,8115
9416,5185
9731,1180
3036,4079
384,9221
2329,3806
5374,8473
3704,1830
8695,9447
9843,6801
2111,4512
1802,10055
4995,8118
8142,2998
11219,8666
6225,1623
10425,1407
3522,2467
2920,6123
5538,8841
2310,5303
1898,8607
1520,4281
6813,992
3264,9521
2451,1527
3761,4003
8836,1836
6667,10390
1670,4442
9447,2910
10936,4087
3762,2743
10821,290
8605,8220
1572,5372
327,8914
7343,5793
9757,4683
5139,5635
8945,679
5600,6982
973,667
11331,6416
655,2764
1489,1948
1687,10993
8241,1301
7980,11184
7549,10357
4283,396
1282,3233
7150,5855
5352,7197
6017,7927
1379,6169
3567,11326
2973,3864
3223,7139
11145,436
1615,5722
3212,4646
5506,10960
8363,7743
2635,1825
1099,2308
3228,308
2724,2074
1011,6161
2378,1419
1960,3399
10782,4967
1161,2634
3297,3795
4339,10792
960,4406
2303,4774
6456,9174
4351,9169
6381,1317
2883,8717
6884,3828
1527,10066
4879,9858
9761,495
7460,2681
9101,10050
5260,3513
9403,2681
10983,7361
6202,78
8050,3181
3713,10227
8067,657
3573,7818
2058,510
977,4435
1624,3446
3231,2325
137,717
9383,5454
1755,2762
2445,7183
6352,141
6555,3536
7627,11303
9180,9293
2100,2706
10478,7956
4152,3431
2728,8451
765,11328
2780,849
1754,1911
10072,2296
7615,5150
11490,8620
6229,8647
5039,6393
501,1387
190,7992
7406,7920
9752,10070
10336,4436
1957,10600
4477,55
1033,9222
309,2976
6284,1521
8075,7873
1127,1451
446,1490
10922,7647
9850,6274
1981,10179
1792,9096
4209,4513
2514,8987
4512,11296
5430,9838
10233,3492
5566,3583
1784,7709
1767,2371
4073,3608
6632,4142
5167,5101
30,2326
5829,9045
6491,9862
1210,6004
3949,1864
2742,4307
1473,4137
7554,5313
2747,9162
4397,6990
3169,3599
3803,5337
1402,5276
7090,592
4926,924
6125,3197
1800,78
4976,3469
8157,1349
5877,8433
4060,8445
2388,5115
7064,11516
10929,1175
5264,2250
7548,6076
6027,2353
7192,11540
3782,7152
9104,2462
1022,3881
10542,4024
10579,5789
5162,3255
5945,609
4276,5097
10858,11516
184,11479
5223,7082
2089,3847
1329,4446
6472,6176
2122,4165
5138,2954
8070,2706
7297,5389
1317,6631
722,5336
7618,11541
5908,4119
4559,4015
1536,3932
1898,8519
2337,1693
2967,9424
7154,6765
9707,8709
6844,1909
5730,4653
4551,10093
3290,3511
867,7852
1933,1449
6955,3790
7000,17
896,7084
8241,1790
7088,7702
4040,7989
11485,4475
2769,914
412,3571
6936,10080
9710,3205
11221,4315
1919,10931
2320,417
10108,4766
3820,8582
8335,11541
4354,2582
763,4374
9073,11001
6374,1661
6116,10175
755,6215
10846,3850
7036,696
6628,7038
1320,5821
1327,3070
3574,121
4291,6713
3375,4933
10515,3787
1443,7605
4254,5703
6369,11162
355,8560
345,1424
8588,7784
596,4217
8788,2339
7453,7006
1575,2819
2467,637
3759,5508
5742,6720
7772,4904
2090,1161
1314,3120
1467,10112
11497,200
7719,7621
6328,857
11369,4730
9695,844
1688,1092
5063,1991
7160,3530
6022,3706
3872,6625
6471,4314
7532,6844
3440,6369
11355,7063
8010,1655
8072,7297
6231,6647
7446,6388
7129,7365
10778,10382
115,2231
6044,3622
2816,9456
3178,5822
4289,7027
6457,2544
8943,5182
909,5716
3842,2335
2267,4294
1676,5041
8952,11442
8293,5286
6616,1669
6479,8575
3299,229
1912,4707
10925,3291
354,416
2689,3617
2107,3968
10932,3920
2845,3541
2363,3602
10977,857
5161,452
10076,6899
2477,5896
2769,7708
8144,1854
1338,4359
1281,9664
7244,8339
5266,9229
6589,8251
9179,10990
3490,3198
2221,7305
600,10339
3058,7571
11465,5211
8004,671
255,3529
3045,10979
10317,6131
6447,3343
3102,2749
7525,2422
3030,4014
2228,7128
10401,6010
1955,4123
2071,7453
8838,8238
807,3504
3000,9020
583,6605
7140,6172
8856,7814
503,6575
1042,568
10343,8320
5216,2381
4777,6572
4740,276
1040,300
4152,7829
2028,4415
11450,3516
6011,2321
778,1862
908,10152
9461,4191
3931,5087
6153,9726
11390,10699
5513,6621
5597,2684
10064,47
822,2558
3837,5017
5153,602
276,5440
2910,7305
2501,1430
9426,273
11521,3550
11475,5711
3521,7273
6318,6894
2525,724
3512,9830
10604,4552
11349,5717
7736,1336
3884,7487
2325,6830
11069,7673
341,10674
118,2693
4236,2158
5973,5456
648,3267
6898,6917
5920,7204
6494,7875
4683,1609
3828,5847
5298,3996
9172,632
11534,10641
6223,6037
2982,5826
174,6152
7456,11377
4310,4327
7293,10760
7439,6914
3759,3548
3402,2669
9127,8082
7076,1166
5285,2830
1693,339
8679,9145
10712,1299
2550,4915
9008,6444
4554,83
3678,7264
11540,7492
8508,3587
5339,8660
6374,2030
5970,7434
1666,10293
7239,3852
7107,879
3369,1
11453,506
2358,5491
1825,3483
2398,3839
1262,6989
2878,1022
597,2595
11368,2612
798,6271
4528,4919
5281,7358
1607,548
8245,4253
2028,4475
10580,3095
7220,6582
1438,1919
2404,4707
1270,41
8837,3926
8638,9317
643,3081
5804,8649
8851,10455
4911,8665
2000,10465
6029,4350
8856,5089
2712,4255
3785,2254
5331,4821
2922,8328
5879,6362
9004,11243
9669,8433
5513,1363
9058,3127
6481,2753
9481,7466
814,2716
6537,4475
11538,11334
35,11365
593,3411
1112,5768
7669,7269
9421,6380
1127,6981
7550,11442
5711,4814
750,10112
7687,8955
6072,5258
93,9822
6372,1874
3486,6481
809,6057
1853,10375
213,9227
3988,1977
9782,3410
273,7813
1896,10526
4772,11502
8716,3470
1282,7024
472,857
878,3241
3684,558
3605,11345
3215,1483
10632,1103
1498,6083
7535,6562
4319,3311
3754,602
6917,5894
5649,1864
4135,2193
4769,10184
4891,5543
8909,7494
8208,2440
9845,6617
4093,5921
3037,4864
3196,5152
7373,4505
5220,10638
1537,8292
5170,4691
2468,2026
2354,1534
6015,6210
3784,10420
5728,6172
7575,7741
721,1897
9391,5974
2445,5684
7628,10762
10072,4989
52,4218
8893,5489
8143,2922
4163,2965
6576,9577
5508,9153
10340,8
1570,3605
4933,10595
3014,342
10389,8867
4127,3959
3298,6007
9069,11414
6342,9094
7483,7619
2504,360
1515,84
5282,7858
7991,7181
6581,8527
5415,1683
6545,8905
2941,7434
6403,11480
6634,4493
3865,84
3227,5723
738,1355
16,865
2925,8696
3928,2889
11234,66
1097,124
7077,7118
10528,8902
5836,1254
9088,9279
10596,585
93,7089
361,10367
7740,446
10826,5678
7166,9358
1614,10088
10183,10175
1973,5352
1653,1347
3543,10427
7570,7472
5205,968
3703,450
1459,3221
227,3941
2409,1886
10735,6383
3604,3883
3356,5319
2025,10825
6219,2907
7475,3625
2353,8051
10605,441
2444,4356
9858,1295
4077,11528
2286,1401
3796,5491
4604,863
849,6227
5979,1463
765,5518
1809,1233
9436,3772
7305,7879
1371,11481
7899,6039
3900,8248
3898,10587
5755,5367
2971,1425
3299,3381
2464,2444
886,922
1327,303
2500,8970
673,6992
4137,3473
335,2095
2318,891
6959,5964
622,418
8771,5830
37,1911
4705,5061
1623,4242
2893,6767
7167,5281
7397,8837
287,11423
5635,6975
3445,2194
2890,343
3241,11156
10529,5282
6136,1069
6459,10050
4178,6988
5331,10336
6376,1486
3474,2915
5512,2487
1318,5950
8177,1249
7314,78
193,1432
5095,9844
500,282
2618,6771
6948,25
116,4378
5962,11489
7818,5776
3331,5617
56,1077
3974,947
6433,2756
191,9717
5875,2076
5153,4469
5818,10593
6251,8003
4770,2604
7924,1832
4096,2423
8319,10050
4327,2260
6996,2877
3817,332
726,9141
1287,4503
2944,11233
8537,7816
860,2417
1192,3931
5672,77
2528,7666
5761,1358
9005,3712
2930,5403
10633,5215
3071,6981
743,4470
3887,518
3469,5632
9857,2556
9505,3454
6147,3905
9172,1163
378,613
5055,5771
4434,4869
1659,6392
5214,1593
827,10421
5784,7511
7849,2976
6665,11460
10253,281
5447,7954
1199,6120
1636,11549
5636,7268
8289,541
557,4233
4755,4511
1639,715
298,4116
1497,10216
7142,7614
2669,1739
5212,6973
7562,6414
3669,1752
179,6375
4105,1972
10923,642
5979,222
2829,3824
2004,1669
7761,10542
2905,3548
1529,5202
10823,6154
822,11368
9307,1072
10221,9507
3438,2867
1360,448
4982,10823
7479,9704
7615,7010
5839,4166
7210,5660
6680,5766
9007,479
395,3860
3414,3510
4450,9002
4917,9318
3669,6090
3448,2459
3052,590
8941,3135
3446,2338
2490,540
6827,8358
1429,1658
961,4542
8444,608
1265,6924
3909,3450
3950,8284
3220,9193
6132,6341
10092,3693
2824,4611
2268,1728
1417,2290
2847,2448
4274,1239
4023,6446
5762,662
1205,3127
10700,9303
5649,631
10478,5368
4549,6127
11190,7291
6621,159
8216,3494
3560,3754
9388,5185
858,1588
4405,3812
5287,8958
4854,6385
5091,4129
9674,8254
11488,2246
395,6523
2621,9756
8506,1318
3494,5466
7544,1301
8330,8647
11446,371
9703,8913
7529,6649
6529,816
4587,10604
1701,7624
1035,3553
693,1901
11246,10511
7644,741
11504,11302
7489,10211
6440,8805
3096,9699
6820,10558
3896,7761
5055,3594
9756,10982
2626,5590
2229,9204
5675,4441
4627,4963
6450,3164
126,2263
1255,10094
7386,4913
6345,4772
4251,2271
3566,4342
7177,3907
8008,2351
4007,9404
5439,399
378,1431
467,8472
7464,8178
5705,2459
3296,978
9742,10693
9836,11346
4406,4767
1982,8958
7946,4381
11002,7057
412,1732
2019,6204
6053,10229
7248,6127
7284,5012
8837,10986
3501,3270
3224,11203
10533,5160
8702,3935
6102,6912
3321,5489
8333,9456
11263,7485
360,4705
906,6972
3259,760
772,1921
5451,1016
103,1216
8540,1705
1001,3877
2109,4794
1165,386
8144,2920
2404,3192
9459,9351
5061,8255
8183,1334
7540,10805
6458,7856
5479,5988
7283,2214
11394,5478
3363,5954
6055,1954
9518,2490
9013,4929
1182,735
4654,4156
593,4500
5296,5144
3820,350
4563,6341
2528,3860
6464,9817
1660,8037
7074,10341
6506,6098
2132,803
6397,1092
1552,3178
6679,7139
6034,5368
534,5314
4364,8406
5982,4819
4193,9017
4314,9290
2326,4786
2219,466
905,313
6737,1511
5,155
4283,803
8804,11389
6363,3790
7705,11190
4251,7810
5480,3083
3968,2400
8376,694
8685,1302
3111,3026
2334,511
2393,2551
3859,2714
7201,8372
9325,7720
2541,9715
2648,5698
5734,1708
7077,367
3900,6428
1442,6060
685,352
7185,5495
9245,7103
5909,3947
3771,6296
5879,2774
6079,6882
6645,2895
1393,7861
6968,5221
3805,667
3881,8837
10078,7275
727,242
596,8920
4995,516
7833,1348
4862,6977
2616,6967
11071,2024
7525,4231
7682,8142
5190,4931
3686,7713
988,1219
172,3383
844,7539
8265,9346
10153,5346
4764,3640
4248,11531
7334,21
5276,8844
2722,3167
1829,2853
6877,2422
2495,5665
95,10150
2120,7813
8777,796
8107,5279
6075,2393
4011,857
898,9277
6119,6534
7470,2817
4494,2319
1930,2123
4567,2603
8216,11068
1361,1698
5009,9654
10115,324
11156,4237
3695,11404
1143,4645
4035,7209
11502,1794
2810,4686
8608,828
9311,2321
1820,7330
3807,1075
129,353
9259,6494
1696,7347
